TABLENAME,DM_USERID,DM_SERVICEID,DM_TRANSACTIONID,DM_SERVERTIMESTAMP,DM_APPTIMESTAMP,DM_ACTIVITYTYPE,DM_CLASSKEY,PREIMAGE,POSTIMAGE
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::26972674:168c3105d5e:-1cfc,2019-02-06:15:06:20:000060,2019-02-06:04:06:17:000826,MODIFY         ,:GSGPM:1900673002:BP0000117:1:1:657358,GSGPM|1900673002|BP0000117|1|1|657358|1|CR|635|AMNTSHAR|622|22.28125|EUR|||||||||RDTODEC|623|2||||TXFR|621|TOBEPAID|636|||STP|21|21|1|GRSS|656||662|ALFA VALUE SA C. E|CAPD - SGSS - LU - INCPYMNT|CLEARSTREAM LUXEMBOURG|||1111111111111111111111111111111111111|0|||675||CAPD|601|22.28125|22.28125|1||CANOTAXR|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|LU1648463344||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||1,GSGPM|1900673002|BP0000117|1|1|657358|1|CR|635|AMNTSHAR|622|22.28125|EUR|||||||||RDTODEC|623|2||||TXFR|621|CANC|636|||STP|21|21|1|GRSS|656||662|ALFA VALUE SA C. E|CAPD - SGSS - LU - INCPYMNT|CLEARSTREAM LUXEMBOURG|||1111111111111111111111111111111111111|0|||675||CAPD|601|22.28125|22.28125|1||CANOTAXR|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|LU1648463344||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-ab2c4ad:168c300e38a:-6d4d,2019-02-06:13:57:40:000354,2019-02-06:02:57:38:000890,MODIFY         ,:G:1900673324:BP0000222:2:1:28129,G|1900673324|BP0000222|2|1|28129|1|CR|635|AMNTSHAR|622|34|EUR||||||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1||656|OFFR|662|KEYYO|TEND - SGSS - FR - VOLU|SUPER BP|||1111111111111111111111111111111111111|0||AUTH|675||TEND|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259|||||||||||||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2,G|1900673324|BP0000222|2|1|28129|1|CR|635|AMNTSHAR|622|34|EUR||||||||||623|||||CSH|621|CANC|636|||STP|1|1|1||656|OFFR|662|KEYYO|TEND - SGSS - FR - VOLU|SUPER BP|||1111111111111111111111111111111111111|0||AUTH|675||TEND|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259|||||||||||||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-ab2c4ad:168c300e38a:-6d4d,2019-02-06:13:57:41:000490,2019-02-06:02:57:38:000890,MODIFY         ,:GSGPM:1900673324:BP0000121:2:1:28129,GSGPM|1900673324|BP0000121|2|1|28129|1|CR|635|AMNTSHAR|622|34|EUR|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|KEYYO|TEND - SGSS - FR - VOLU|EUROCLEAR FRANCE|||1111111111111111111111111111111111111|0||AUTH|675||TEND|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259|||||||||||||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2,GSGPM|1900673324|BP0000121|2|1|28129|1|CR|635|AMNTSHAR|622|34|EUR|||||||||RDTODEC|623|2||||CSH|621|CANC|636|||STP|21|21|1||656|OFFR|662|KEYYO|TEND - SGSS - FR - VOLU|EUROCLEAR FRANCE|||1111111111111111111111111111111111111|0||AUTH|675||TEND|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259|||||||||||||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::26972674:168c3105d5e:-1cfc,2019-02-06:15:06:19:000095,2019-02-06:04:06:17:000826,MODIFY         ,:G:1900673002:BP0000222:1:1:657358,G|1900673002|BP0000222|1|1|657358|1|CR|635|AMNTSHAR|622|22.28125|EUR||||||||||623|||||TXFR|621|TOBEPAID|636|||STP|1|1|1|GRSS|656||662|ALFA VALUE SA C. E|CAPD - SGSS - LU - INCPYMNT|SUPER BP|||1111111111111111111111111111111111111|0|||675||CAPD|601|22.28125|22.28125|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|LU1648463344||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||1,G|1900673002|BP0000222|1|1|657358|1|CR|635|AMNTSHAR|622|22.28125|EUR||||||||||623|||||TXFR|621|CANC|636|||STP|1|1|1|GRSS|656||662|ALFA VALUE SA C. E|CAPD - SGSS - LU - INCPYMNT|SUPER BP|||1111111111111111111111111111111111111|0|||675||CAPD|601|22.28125|22.28125|1||CANOTAX|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|LU1648463344||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-ab2c4ad:168c300e38a:-490a,2019-02-06:14:44:55:000322,2019-02-06:03:44:53:000997,MODIFY         ,:G:1900667936:BP0000222:1:1:704185,"G|1900667936|BP0000222|1|1|704185|1|CR|635|PERCPARV|622|||1.125||11.25|||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1|INTP|656||662|CRP ANDINA FOMENTO 1,1250 0225|INTR - SGSS - PA - INCPYMNT|SUPER BP|||1111111111111111111111111111111111111|0|||675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|XS1770927629||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||1","G|1900667936|BP0000222|1|1|704185|1|CR|635|PERCPARV|622|||1.125||11.25|||||||623|||||CSH|621|CANC|636|||STP|1|1|1|INTP|656||662|CRP ANDINA FOMENTO 1,1250 0225|INTR - SGSS - PA - INCPYMNT|SUPER BP|||1111111111111111111111111111111111111|0|||675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|XS1770927629||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-ab2c4ad:168c300e38a:-490a,2019-02-06:14:44:56:000305,2019-02-06:03:44:53:000997,MODIFY         ,:GSGPM:1900667936:BP0000188:1:1:704185,"GSGPM|1900667936|BP0000188|1|1|704185|1|CR|635|PERCPARV|622|||1.125||11.25||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|INTP|656||662|CRP ANDINA FOMENTO 1,1250 0225|INTR - SGSS - PA - INCPYMNT|EUROCLEAR BANK SA|||1111111111111111111111111111111111111|0|||675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|XS1770927629||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||1","GSGPM|1900667936|BP0000188|1|1|704185|1|CR|635|PERCPARV|622|||1.125||11.25||||||RDTODEC|623|2||||CSH|621|CANC|636|||STP|21|21|1|INTP|656||662|CRP ANDINA FOMENTO 1,1250 0225|INTR - SGSS - PA - INCPYMNT|EUROCLEAR BANK SA|||1111111111111111111111111111111111111|0|||675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|XS1770927629||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-ab2c4ad:168c300e38a:-490a,2019-02-06:14:44:57:000284,2019-02-06:03:44:53:000997,MODIFY         ,:GSGDE:1900667936:BP0031062:1:1:704185,"GSGDE|1900667936|BP0031062|1|1|704185|1|CR|635|PERCPARV|622|||1.125||11.25||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|23|23|1|INTP|656||662|CRP ANDINA FOMENTO 1,1250 0225|INTR - SGSS - PA - INCPYMNT|GSSEOC|||1111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS1770927629||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||1","GSGDE|1900667936|BP0031062|1|1|704185|1|CR|635|PERCPARV|622|||1.125||11.25||||||RDTODEC|623|2||||CSH|621|CANC|636|||STP|23|23|1|INTP|656||662|CRP ANDINA FOMENTO 1,1250 0225|INTR - SGSS - PA - INCPYMNT|GSSEOC|||1111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS1770927629||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::40452875:16da4efae1e:75cc,2019-10-07:08:21:31:000196,2019-10-07:10:18:38:000363,MODIFY         ,:GSGDE:1900808944:BP0031062:1:1:360887,"GSGDE|1900808944|BP0031062|1|1|360887|1000|CR|635|AMNTSHAR|622|10|EUR|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|23|23|1|INTP|656||662|LANXESS AG 1,0000 1026|INTR - SGSS - DE - INCPYMNT|GSSEOC|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS1501367921||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|EUR||1","GSGDE|1900808944|BP0031062|1|1|360887|1000|CR|635|AMNTSHAR|622|10|EUR|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|INTP|656||662|LANXESS AG 1,0000 1026|INTR - SGSS - DE - INCPYMNT|GSSEOC|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS1501367921||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|EUR||2"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::638ae76d:16da4fe60a6:2667,2019-10-07:08:13:34:000940,2019-10-07:10:12:00:000977,MODIFY         ,:GSGDE:1900808724:BP0000217:1:1:363366,"GSGDE|1900808724|BP0000217|1|1|363366|1|CR|635|PERCPARV|622|||.1||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|23|23|1|INTP|656||662|BUNDESREP.DEUTSCH 0,1000 1026|INTR - SGSS - DE - INCPYMNT|DEUTSCHE BOERSE CLEARING AG|||11111111111111111111111111111111111111111|0|||675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|DE000A2BN5X6||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||1","GSGDE|1900808724|BP0000217|1|1|363366|1|CR|635|PERCPARV|622|||.1||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|INTP|656||662|BUNDESREP.DEUTSCH 0,1000 1026|INTR - SGSS - DE - INCPYMNT|DEUTSCHE BOERSE CLEARING AG|||11111111111111111111111111111111111111111|0|||675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|DE000A2BN5X6||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||2"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::7015062d:16da505c16b:-970,2019-10-07:08:21:34:000952,2019-10-07:10:21:31:000351,MODIFY         ,:GSGDE:1900824308:BP0031062:1:1:360168,"GSGDE|1900824308|BP0031062|1|1|360168|1|CR|635|PERCPARV|622|||.125||1.25||||||RDTODEC|623|2||||CSH|621|PPAD|636|||STP|23|23|1|INTP|656||662|STADSHYPOTEK AB 0,1250 1026|INTR - SGSS - SE - INCPYMNT|GSSEOC|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS1499574991||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||2","GSGDE|1900824308|BP0031062|1|1|360168|1|CR|635|PERCPARV|622|||.125||1.25||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|INTP|656||662|STADSHYPOTEK AB 0,1250 1026|INTR - SGSS - SE - INCPYMNT|GSSEOC|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS1499574991||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||3"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::26e4d6c0:16da5063639:-175,2019-10-07:08:09:04:000730,2019-10-07:10:08:46:000879,MODIFY         ,:GSGDE:1900783457:BP0031006:1:1:369590,"GSGDE|1900783457|BP0031006|1|1|369590|1|CR|635|PERCPARV|622|||.6875||6.875||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|23|23|1|INTP|656||662|FNMA 1,3750 1021|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US3135G0Q894||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||2","GSGDE|1900783457|BP0031006|1|1|369590|1|CR|635|PERCPARV|622|||.6875||6.875||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|INTP|656||662|FNMA 1,3750 1021|INTR - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|US3135G0Q894||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|USD||3"
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::7015062d:16da4c63d6c:-28c1,2019-10-07:06:20:34:000928,2019-10-07:08:20:02:000868,MODIFY         ,:GSGDE:1900799720:BP0031006:1:1:158937,GSGDE|1900799720|BP0031006|1|1|158937|1|CR|635|AMNTSHAR|622|.27|USD|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|23|23|1|GRSS|656||662|TUPPERWARE BRANDS|DVCA - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.2295|.27|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||15||||||||ISIN|US8998961044||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||.0405|USD||2,GSGDE|1900799720|BP0031006|1|1|158937|1|CR|635|AMNTSHAR|622|.27|USD|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|GRSS|656||662|TUPPERWARE BRANDS|DVCA - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||DVCA|601|.2295|.27|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||15||||||||ISIN|US8998961044||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||.0405|USD||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::76897e05:16da5065017:-63a6,2019-10-07:07:29:14:000310,2019-10-07:09:27:27:000593,MODIFY         ,:GSGPM:1900813975:BP0000121:1:1:873619,GSGPM|1900813975|BP0000121|1|1|873619|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|KERING NCP PRE-CPTE   07102019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0|||675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125824062||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||2,GSGPM|1900813975|BP0000121|1|1|873619|1|CR|635|PERCPARV|622|||100||1||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|21|21|1||656|OFFR|662|KERING NCP PRE-CPTE   07102019|REDM - SGSS - FR - INCPYMNT|EUROCLEAR FRANCE|||11111111111111111111111111111111111111111|0|||675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|FR0125824062||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::76897e05:16da5065017:447f,2019-10-07:08:21:32:000746,2019-10-07:10:21:02:000357,MODIFY         ,:GSGUK:1900718968:BP0031062:1:1:165709,GSGUK|1900718968|BP0031062|1|1|165709|1|CR|635|PERCPARV|622|||.770104||.770104||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1|INTP|656||662|NATIONAL GRID PLC AAFF 1021|INTR - SGSS - GB - INCPYMNT|GSSEOC|||11111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS0678522490||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|GBP||3,GSGUK|1900718968|BP0031062|1|1|165709|1|CR|635|PERCPARV|622|||.770104||.770104||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1|INTP|656||662|NATIONAL GRID PLC AAFF 1021|INTR - SGSS - GB - INCPYMNT|GSSEOC|||11111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS0678522490||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100|||||||||||0|GBP||4
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::40452875:16da4efae1e:64c6,2019-10-07:08:09:07:000420,2019-10-07:10:07:05:000058,MODIFY         ,:GSGUK:1900824875:BP0031006:1:1:764203,GSGUK|1900824875|BP0031006|1|1|764203|100000|CR|635|AMNTSHAR|622|100000|USD|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|22|22|1||656|OFFR|662|CREDIT SUISSE NY AAFF 1019|REDM - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259||||||||||ISIN|US22549LLZ66||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||1,GSGUK|1900824875|BP0031006|1|1|764203|100000|CR|635|AMNTSHAR|622|100000|USD|||||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|22|22|1||656|OFFR|662|CREDIT SUISSE NY AAFF 1019|REDM - SGSS - US - INCPYMNT|GSSBBH|||11111111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAX|3012||3013||100|||3025||||663|ACTU|664||2206||||671|||||2259||||||||||ISIN|US22549LLZ66||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.9::7ca3a1d4:16da51561ee:-1616,2019-10-07:08:21:34:000060,2019-10-07:10:20:07:000500,MODIFY         ,:GSGDE:1900824363:BP0031062:1:1:361358,"GSGDE|1900824363|BP0031062|1|1|361358|1|CR|635|PERCPARV|622|||.375||3.75||||||RDTODEC|623|2||||CSH|621|PPAD|636|||STP|23|23|1|INTP|656||662|LETTONIE 0,3750 1026|INTR - SGSS - LV - INCPYMNT|GSSEOC|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS1501554874||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||2","GSGDE|1900824363|BP0031062|1|1|361358|1|CR|635|PERCPARV|622|||.375||3.75||||||RDTODEC|623|2||||CSH|621|PAID|636|||STP|23|23|1|INTP|656||662|LETTONIE 0,3750 1026|INTR - SGSS - LV - INCPYMNT|GSSEOC|||11111111111111111111111111111111111111111|0||AUTH|675||INTR|601|||1||ITFCB|3012||3013||100|||3025||||663||664||2206||||671|||||2259||0||||||||ISIN|XS1501554874||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||||||||3"
DCP_DPOT_CSH_PYUT,1,30834,192.208.193.5::-240acd2a:1750329d585:-1fb2,2020-10-07:13:33:57:000772,2020-10-07:03:32:12:000058,MODIFY         ,:G:2001080516:BP0000222:1:1:270430,G|2001080516|BP0000222|1|1|270430|1|CR|635|AMNTSHAR|622|.002071|USD||||||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1|GRSS|656||662|UBS SA 0226|TNDP - SGSS - CH - INCPYMNT|SUPER BP|||111111111111111111111111111111111111111111111111111111|0|||675||TNDP|601||.002071|1||TXDEEM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|US90274D2181||516||998||||||||||||ACTU|658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||1,G|2001080516|BP0000222|1|1|270430|1|CR|635|AMNTSHAR|622|.002071|USD||||||||||623|||||CSH|621|CANC|636|||STP|1|1|1|GRSS|656||662|UBS SA 0226|TNDP - SGSS - CH - INCPYMNT|SUPER BP|||111111111111111111111111111111111111111111111111111111|0|||675||TNDP|601||.002071|1||TXDEEM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|US90274D2181||516||998||||||||||||ACTU|658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.193.5::-240acd2a:1750329d585:-1fb2,2020-10-07:13:33:58:000761,2020-10-07:03:32:12:000058,MODIFY         ,:GSGPM:2001080516:BP0000145:1:1:270430,GSGPM|2001080516|BP0000145|1|1|270430|1|CR|635|AMNTSHAR|622|.002071|USD|||||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1|GRSS|656||662|UBS SA 0226|TNDP - SGSS - CH - INCPYMNT|BBH BOSTON|||111111111111111111111111111111111111111111111111111111|0|||675||TNDP|601||.002071|1||TXDEEM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|US90274D2181||516||998||||||||||||ACTU|658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||1,GSGPM|2001080516|BP0000145|1|1|270430|1|CR|635|AMNTSHAR|622|.002071|USD|||||||||RDTODEC|623|2||||CSH|621|CANC|636|||STP|21|21|1|GRSS|656||662|UBS SA 0226|TNDP - SGSS - CH - INCPYMNT|BBH BOSTON|||111111111111111111111111111111111111111111111111111111|0|||675||TNDP|601||.002071|1||TXDEEM|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|US90274D2181||516||998||||||||||||ACTU|658|||||2231||||||||3081|||||||||||||100||||||||||||||||||||||||||||||2
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::7bb4e68f:16957d9b7a9:7da,2019-03-07:12:07:47:000627,2019-03-07:01:07:46:000740,MODIFY         ,:G:1900680451:BP0000222:1:1:753603,G|1900680451|BP0000222|1|1|753603|1|CR|635|PERCPARV|622|||100||1000|||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1||656|OFFR|662|SG ISSUER SA 0319|REDM - SGSS - LU - INCPYMNT|SUPER BP|||1111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAX|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|XS1853286604||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2,G|1900680451|BP0000222|1|1|753603|1|CR|635|PERCPARV|622|||100||1000|||||||623|||||CSH|621|CANC|636|||STP|1|1|1||656|OFFR|662|SG ISSUER SA 0319|REDM - SGSS - LU - INCPYMNT|SUPER BP|||1111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAX|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|XS1853286604||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::7bb4e68f:16957d9b7a9:7da,2019-03-07:12:07:48:000725,2019-03-07:01:07:46:000740,MODIFY         ,:GSGPM:1900680451:BP0000117:1:1:753603,GSGPM|1900680451|BP0000117|1|1|753603|1|CR|635|PERCPARV|622|||100||1000||||||RDTODEC|623|2||||CSH|621|TOBEPAID|636|||STP|21|21|1||656|OFFR|662|SG ISSUER SA 0319|REDM - SGSS - LU - INCPYMNT|CLEARSTREAM LUXEMBOURG|||1111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|XS1853286604||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2,GSGPM|1900680451|BP0000117|1|1|753603|1|CR|635|PERCPARV|622|||100||1000||||||RDTODEC|623|2||||CSH|621|CANC|636|||STP|21|21|1||656|OFFR|662|SG ISSUER SA 0319|REDM - SGSS - LU - INCPYMNT|CLEARSTREAM LUXEMBOURG|||1111111111111111111111111111111111111|0||AUTH|675||REDM|601|||1||CANOTAXR|3012||3013||100|||3025|||PRCT|663||664||2206||||671|||||2259||||||||||ISIN|XS1853286604||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||3
DCP_DPOT_CSH_PYUT,1,30834,192.208.139.10::-61b6761:16957be70f2:ab8,2019-03-07:11:37:00:000147,2019-03-07:12:36:59:000138,MODIFY         ,:G:1900687170:BP0000222:1:1:93309,G|1900687170|BP0000222|1|1|93309|1|CR|635|AMNTSHAR|622|.3045|GBP||||||||||623|||||CSH|621|TOBEPAID|636|||STP|1|1|1|GRSS|656||662|WEIR GRP PLC (THE)|DVOP - SGSS - GB - CHOS|SUPER BP|||1111111111111111111111111111111111111|0|||675||DVOP|601||.3045|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|GB0009465807||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||1,G|1900687170|BP0000222|1|1|93309|1|CR|635|AMNTSHAR|622|.3045|GBP||||||||||623|||||CSH|621|CANC|636|||STP|1|1|1|GRSS|656||662|WEIR GRP PLC (THE)|DVOP - SGSS - GB - CHOS|SUPER BP|||1111111111111111111111111111111111111|0|||675||DVOP|601||.3045|1||DIVIDEND|3012||3013||100|||3025||||663||664||2206||||671|||||2259||||||||||ISIN|GB0009465807||516||998|||||||||||||658|||||2231||||||||3081|||||||||||||100||||||||2
